village,state,district,date,report_time,patient_age_group,patient_gender,diarrhea_cases,fever_cases,vomiting_cases,stomach_pain_cases,dehydration_cases,nausea_cases,headache_cases,weakness_cases,asha_worker_id,clinic_reports,villager_self_reports,total_population,households_affected,severity_level
Teliamura Rural,Tripura,Tripura_District_1,2024-03-12,2023-12-10 18:16:00,60+,Male,2,0,0,1,1,1,1,1,ASHA_6071,1,2,2304,9,Mild
Tezpur Rural,Assam,Assam_District_2,2023-09-05,2023-05-10 16:31:00,0-5,Male,7,3,0,7,4,1,1,2,ASHA_2475,4,6,1050,26,Mild
Tezpur Village,Arunachal Pradesh,Arunachal Pradesh_District_3,2023-11-21,2023-10-13 18:43:00,19-60,Male,4,2,2,2,3,2,1,2,ASHA_7780,2,7,3559,14,Mild
Tuensang Village,Nagaland,Nagaland_District_3,2023-05-01,2023-03-24 16:59:00,60+,Male,2,0,6,1,3,4,0,1,ASHA_7348,4,2,3127,12,Mild
Barpeta Village,Assam,Assam_District_1,2024-02-23,2023-12-17 09:59:00,19-60,Female,3,3,10,4,4,4,2,2,ASHA_8868,2,6,1143,27,Mild
Agartala Rural,Tripura,Tripura_District_2,2023-03-12,2023-01-11 12:52:00,19-60,Male,3,9,4,2,1,0,3,3,ASHA_3355,1,7,4304,31,Mild
Gyalshing Rural,Sikkim,Sikkim_District_1,2023-10-06,2023-08-21 13:33:00,19-60,Male,6,6,2,3,2,0,2,4,ASHA_3090,1,3,1263,26,Moderate
Churachandpur Village,Manipur,Manipur_District_1,2023-10-02,2023-08-19 09:43:00,0-5,Male,11,9,8,7,8,5,3,6,ASHA_1310,4,4,4184,34,Mild
Saitual Rural,Mizoram,Mizoram_District_1,2023-03-29,2023-03-06 10:51:00,6-18,Male,1,2,7,2,2,4,2,1,ASHA_8529,3,6,3993,26,Mild
Tuensang Village,Nagaland,Nagaland_District_1,2023-05-10,2023-04-10 19:47:00,19-60,Female,6,7,0,6,3,0,3,4,ASHA_5245,0,2,4930,23,Mild
Phek Rural,Nagaland,Nagaland_District_2,2023-10-23,2023-08-14 08:13:00,6-18,Male,0,0,5,0,3,6,1,0,ASHA_3743,0,0,3380,20,Mild
Nongpoh Village,Meghalaya,Meghalaya_District_2,2024-02-05,2023-11-09 18:43:00,6-18,Female,13,3,3,4,4,0,0,3,ASHA_1887,1,4,3443,26,Moderate
Tezpur Village,Arunachal Pradesh,Arunachal Pradesh_District_1,2024-02-25,2023-11-27 12:49:00,19-60,Male,3,4,4,2,4,3,1,2,ASHA_6563,0,1,2940,29,Moderate
Pakyong Village,Sikkim,Sikkim_District_2,2023-08-31,2023-06-30 09:53:00,6-18,Female,0,5,3,2,1,1,1,1,ASHA_2205,1,0,3450,16,Mild
Kailashahar Village,Tripura,Tripura_District_1,2024-01-19,2023-10-21 08:15:00,19-60,Male,9,4,1,1,0,0,2,1,ASHA_3419,0,5,4918,33,Mild
Gyalshing Rural,Sikkim,Sikkim_District_2,2023-12-20,2023-10-10 06:37:00,6-18,Female,9,1,1,4,3,0,0,3,ASHA_3029,1,5,4246,21,Severe
Kailashahar Village,Tripura,Tripura_District_1,2023-03-02,2023-01-18 08:43:00,6-18,Female,0,5,4,0,1,0,2,1,ASHA_5444,2,1,2676,24,Mild
Jorethang Rural,Sikkim,Sikkim_District_3,2024-01-31,2023-12-19 18:09:00,60+,Male,8,6,5,6,3,1,1,2,ASHA_5661,4,0,3386,31,Mild
Jorhat Village,Assam,Assam_District_3,2023-11-06,2023-09-05 09:13:00,6-18,Male,9,9,11,7,9,7,5,8,ASHA_4338,3,3,4311,34,Mild
Tawang Rural,Arunachal Pradesh,Arunachal Pradesh_District_2,2023-10-10,2023-09-03 17:48:00,19-60,Male,11,0,2,8,6,1,0,4,ASHA_5052,2,3,3032,18,Mild
Imphal Rural,Manipur,Manipur_District_1,2024-02-07,2023-11-08 07:05:00,6-18,Male,3,5,2,5,1,0,1,2,ASHA_9178,3,0,2989,20,Severe
Lunglei Village,Mizoram,Mizoram_District_3,2023-03-03,2023-02-08 17:10:00,19-60,Male,7,2,0,6,3,0,3,3,ASHA_8095,3,3,1674,16,Moderate
Lawngtlai Village,Mizoram,Mizoram_District_3,2023-02-03,2023-01-27 12:13:00,0-5,Female,5,3,1,0,0,1,1,1,ASHA_5875,2,2,1971,22,Mild
Tuensang Village,Nagaland,Nagaland_District_3,2023-12-13,2023-10-15 06:06:00,0-5,Female,10,3,6,7,3,0,2,3,ASHA_8048,2,5,707,25,Mild
Tawang Rural,Arunachal Pradesh,Arunachal Pradesh_District_1,2023-10-02,2023-09-23 11:56:00,0-5,Female,10,2,6,6,6,4,1,4,ASHA_2557,2,7,4778,31,Moderate
Belonia Rural,Tripura,Tripura_District_2,2023-02-02,2023-01-10 07:49:00,19-60,Female,7,4,4,4,4,1,5,4,ASHA_4291,0,2,1847,22,Mild
Rangpo Rural,Sikkim,Sikkim_District_1,2023-08-07,2023-06-23 10:16:00,0-5,Male,7,1,0,5,3,0,0,3,ASHA_1845,4,2,1744,14,Moderate
Wokha Rural,Nagaland,Nagaland_District_3,2023-09-22,2023-09-21 15:08:00,60+,Female,9,6,12,6,8,8,1,4,ASHA_7156,1,5,1272,36,Mild
Kailashahar Village,Tripura,Tripura_District_3,2023-04-06,2023-03-10 07:28:00,60+,Male,7,4,5,3,3,1,2,2,ASHA_7642,3,2,1643,29,Mild
Silchar Village,Assam,Assam_District_2,2024-02-13,2023-12-10 10:49:00,0-5,Female,9,1,7,6,5,2,1,4,ASHA_5581,2,0,726,27,Mild
Kolasib Rural,Mizoram,Mizoram_District_1,2023-06-20,2023-05-06 19:28:00,6-18,Female,7,1,4,2,2,1,2,2,ASHA_8521,1,1,3319,21,Mild
Williamnagar Village,Meghalaya,Meghalaya_District_3,2023-09-23,2023-06-08 13:35:00,0-5,Female,7,8,7,5,4,3,5,5,ASHA_8458,4,2,2063,31,Mild
Namchi Village,Sikkim,Sikkim_District_1,2023-03-21,2023-03-09 12:06:00,19-60,Male,6,2,5,3,3,0,2,3,ASHA_9789,3,6,4126,22,Moderate
Tawang Rural,Arunachal Pradesh,Arunachal Pradesh_District_2,2023-10-17,2023-07-23 15:20:00,6-18,Male,6,4,6,5,4,3,5,5,ASHA_3238,3,3,2886,26,Mild
Mangan Village,Sikkim,Sikkim_District_2,2023-05-22,2023-03-12 10:49:00,19-60,Female,5,4,3,3,3,1,0,2,ASHA_9367,1,1,2890,29,Moderate
Gangtok Rural,Sikkim,Sikkim_District_2,2023-06-16,2023-03-31 08:41:00,6-18,Male,3,9,5,4,3,3,4,5,ASHA_7792,3,7,3321,30,Moderate
Bishnupur Rural,Manipur,Manipur_District_2,2023-08-01,2023-05-13 11:00:00,6-18,Male,2,0,3,0,2,2,0,0,ASHA_5808,4,6,4716,15,Mild
Serchhip Village,Mizoram,Mizoram_District_1,2023-11-29,2023-11-22 13:30:00,0-5,Male,9,9,1,5,4,2,5,6,ASHA_4875,2,0,1348,34,Mild
Tezpur Rural,Assam,Assam_District_1,2023-05-23,2023-02-17 06:55:00,6-18,Female,0,4,1,1,0,4,1,1,ASHA_4041,3,1,2131,17,Mild
Ukhrul Village,Manipur,Manipur_District_2,2023-08-01,2023-06-22 16:58:00,19-60,Male,4,7,2,1,3,3,5,3,ASHA_6208,1,3,4382,32,Mild
Tamenglong Rural,Manipur,Manipur_District_3,2023-04-03,2023-01-15 19:11:00,60+,Female,4,8,4,3,2,0,3,4,ASHA_5008,1,4,1736,29,Mild
Bishnupur Rural,Manipur,Manipur_District_3,2023-11-09,2023-10-05 18:47:00,60+,Female,11,0,2,5,5,2,3,4,ASHA_5416,0,5,2950,20,Severe
Gangtok Rural,Sikkim,Sikkim_District_2,2023-04-27,2023-03-10 10:48:00,19-60,Male,5,3,1,3,1,0,4,2,ASHA_6834,0,7,4612,22,Mild
Lunglei Village,Mizoram,Mizoram_District_3,2023-07-14,2023-04-21 15:36:00,6-18,Female,5,2,5,4,4,3,1,2,ASHA_7227,4,6,2309,28,Mild
Tamenglong Rural,Manipur,Manipur_District_1,2023-12-20,2023-08-30 13:21:00,60+,Female,9,0,6,6,7,4,1,4,ASHA_3739,4,6,2489,22,Mild
Shillong Rural,Meghalaya,Meghalaya_District_1,2023-12-24,2023-09-10 14:35:00,0-5,Male,12,3,0,5,3,0,1,4,ASHA_8079,4,7,1512,22,Mild
Namchi Village,Sikkim,Sikkim_District_1,2023-11-01,2023-08-06 08:20:00,19-60,Female,13,5,3,9,7,1,3,6,ASHA_6060,3,5,1586,34,Moderate
Imphal Rural,Manipur,Manipur_District_3,2023-11-26,2023-09-22 07:56:00,6-18,Female,7,10,3,5,4,1,6,7,ASHA_7217,3,4,702,38,Mild
Amarpur Village,Tripura,Tripura_District_2,2023-11-04,2023-09-02 18:03:00,6-18,Male,7,13,5,4,6,4,5,7,ASHA_2821,0,1,2424,34,Mild
Champhai Rural,Mizoram,Mizoram_District_3,2023-05-26,2023-01-31 12:59:00,19-60,Male,1,4,1,0,1,0,0,1,ASHA_4768,2,3,2673,18,Mild
Tezpur Rural,Assam,Assam_District_2,2023-05-30,2023-05-05 06:24:00,0-5,Male,5,1,4,0,1,0,1,0,ASHA_3803,3,3,1603,24,Moderate
Jowai Rural,Meghalaya,Meghalaya_District_1,2023-07-09,2023-03-17 12:42:00,19-60,Male,5,4,0,1,1,1,2,2,ASHA_4839,1,7,1384,23,Mild
Karimganj Village,Assam,Assam_District_2,2023-11-10,2023-08-24 19:55:00,19-60,Female,9,7,1,5,3,3,7,8,ASHA_4301,0,4,4510,23,Mild
Pakyong Village,Sikkim,Sikkim_District_2,2023-05-11,2023-02-26 11:04:00,0-5,Male,6,4,3,4,3,1,3,3,ASHA_6289,2,0,2142,23,Mild
Lawngtlai Village,Mizoram,Mizoram_District_1,2023-08-15,2023-06-05 17:41:00,6-18,Male,13,7,5,6,6,1,4,7,ASHA_4907,2,4,4763,44,Mild
Teliamura Rural,Tripura,Tripura_District_2,2023-11-28,2023-08-23 13:11:00,0-5,Male,3,6,5,3,4,5,3,3,ASHA_3766,0,5,1633,32,Moderate
Guwahati Rural,Assam,Assam_District_3,2023-04-29,2023-02-06 09:01:00,60+,Male,3,3,2,2,2,2,1,2,ASHA_3032,3,5,4873,24,Mild
Gyalshing Rural,Sikkim,Sikkim_District_2,2023-11-08,2023-10-27 10:16:00,6-18,Male,6,8,6,2,4,5,2,3,ASHA_7084,3,5,3256,24,Mild
Dibrugarh Rural,Assam,Assam_District_3,2024-02-10,2023-11-09 19:21:00,60+,Male,3,9,9,1,3,3,4,3,ASHA_8354,2,7,1704,31,Severe
Barpeta Village,Assam,Assam_District_1,2023-05-26,2023-02-28 19:17:00,6-18,Male,2,5,7,0,2,3,7,1,ASHA_7540,3,0,648,18,Mild
Bishnupur Rural,Manipur,Manipur_District_1,2023-11-26,2023-08-09 16:13:00,19-60,Female,7,6,7,5,8,7,1,3,ASHA_2667,0,0,4969,28,Mild
Jiribam Village,Manipur,Manipur_District_3,2024-01-22,2023-10-02 15:48:00,19-60,Male,6,3,1,4,2,0,1,2,ASHA_6699,4,4,2683,27,Mild
Khowai Village,Tripura,Tripura_District_3,2024-02-23,2023-11-02 16:07:00,6-18,Male,3,0,4,2,2,1,2,2,ASHA_7173,1,5,2249,17,Mild
Imphal Rural,Manipur,Manipur_District_3,2023-04-07,2023-04-01 17:52:00,19-60,Male,5,0,4,1,3,5,0,1,ASHA_1994,1,7,1048,15,Mild
Kolasib Rural,Mizoram,Mizoram_District_3,2023-11-05,2023-08-22 11:14:00,6-18,Male,2,5,6,1,3,4,3,3,ASHA_2540,0,5,1860,28,Moderate
Singtam Village,Sikkim,Sikkim_District_3,2023-09-09,2023-05-20 13:30:00,19-60,Male,3,5,5,2,3,2,3,2,ASHA_9629,4,4,1103,29,Moderate
Silchar Village,Assam,Assam_District_3,2023-12-29,2023-09-05 13:44:00,19-60,Female,5,9,3,4,3,1,6,6,ASHA_1723,2,2,2458,31,Mild
Baghmara Rural,Meghalaya,Meghalaya_District_1,2023-11-04,2023-08-30 13:22:00,6-18,Female,0,5,13,0,3,5,3,2,ASHA_8589,3,2,841,34,Moderate
Ziro Village,Arunachal Pradesh,Arunachal Pradesh_District_2,2023-06-27,2023-03-10 11:36:00,60+,Female,4,2,3,0,1,2,0,1,ASHA_7818,4,7,691,24,Mild
Thoubal Village,Manipur,Manipur_District_1,2023-09-20,2023-06-07 13:14:00,19-60,Male,5,4,4,5,4,4,2,5,ASHA_9366,1,4,946,27,Mild
Saitual Rural,Mizoram,Mizoram_District_3,2023-02-13,2023-02-12 06:57:00,60+,Female,3,4,1,2,2,1,3,2,ASHA_7849,2,0,2029,26,Mild
Silchar Village,Assam,Assam_District_2,2023-06-11,2023-02-25 19:39:00,19-60,Male,5,4,5,0,1,1,0,1,ASHA_9776,3,3,1037,23,Mild
Roing Village,Arunachal Pradesh,Arunachal Pradesh_District_1,2023-06-27,2023-04-12 13:03:00,19-60,Female,2,7,5,3,2,1,3,2,ASHA_4763,1,6,1958,25,Severe
Ziro Village,Arunachal Pradesh,Arunachal Pradesh_District_1,2023-12-25,2023-10-17 18:33:00,0-5,Female,5,3,2,3,3,2,3,3,ASHA_7788,1,5,3606,23,Mild
Mangan Village,Sikkim,Sikkim_District_2,2023-11-25,2023-11-03 14:21:00,19-60,Male,3,5,4,2,3,1,0,2,ASHA_1751,1,5,3579,26,Mild
Lawngtlai Village,Mizoram,Mizoram_District_2,2024-01-09,2023-09-21 07:53:00,0-5,Female,16,11,2,8,7,1,8,10,ASHA_4206,3,6,3991,40,Mild
Jiribam Village,Manipur,Manipur_District_2,2023-02-10,2023-01-05 10:59:00,0-5,Male,3,1,2,1,1,2,4,1,ASHA_8984,2,0,3891,17,Moderate
Barpeta Village,Assam,Assam_District_3,2023-12-12,2023-10-23 13:12:00,0-5,Male,4,0,3,1,0,1,0,1,ASHA_9365,1,5,3776,13,Mild
Barpeta Village,Assam,Assam_District_1,2023-03-17,2023-02-09 15:56:00,60+,Male,5,2,1,3,1,1,0,1,ASHA_4174,3,6,1985,22,Severe
Silchar Village,Assam,Assam_District_3,2023-12-30,2023-09-05 13:44:00,19-60,Female,6,12,0,4,3,1,6,6,ASHA_1723,2,2,2458,23,Mild
Agartala Rural,Tripura,Tripura_District_3,2023-11-15,2023-09-18 17:12:00,0-5,Male,4,2,11,5,6,9,1,3,ASHA_4391,1,4,1928,28,Mild
Hnahthial Village,Mizoram,Mizoram_District_1,2023-02-20,2023-02-06 07:15:00,0-5,Female,3,0,0,4,2,0,0,1,ASHA_8633,3,7,2082,13,Mild
Nagaon Rural,Assam,Assam_District_1,2023-08-14,2023-08-12 12:58:00,19-60,Male,16,7,5,9,9,3,4,9,ASHA_7152,3,7,1207,44,Mild
Pasighat Rural,Arunachal Pradesh,Arunachal Pradesh_District_2,2023-10-16,2023-06-21 15:56:00,0-5,Female,5,9,7,2,2,1,4,4,ASHA_4147,1,7,816,32,Moderate
Hnahthial Village,Mizoram,Mizoram_District_1,2023-05-04,2023-04-05 15:02:00,0-5,Male,3,3,6,4,4,3,1,2,ASHA_4724,3,0,1385,16,Mild
Lunglei Village,Mizoram,Mizoram_District_2,2023-12-08,2023-09-07 06:09:00,0-5,Male,10,8,3,10,6,2,8,8,ASHA_4445,1,2,3891,33,Mild
Khliehriat Village,Meghalaya,Meghalaya_District_2,2023-09-10,2023-09-06 09:36:00,0-5,Male,8,3,1,4,4,2,4,5,ASHA_7311,4,7,1488,19,Severe
Saitual Rural,Mizoram,Mizoram_District_2,2023-10-07,2023-06-22 08:49:00,6-18,Male,1,2,0,1,1,0,1,2,ASHA_9124,1,4,1552,13,Moderate
Lawngtlai Village,Mizoram,Mizoram_District_1,2023-08-14,2023-05-28 14:10:00,19-60,Female,4,6,4,1,3,2,1,2,ASHA_5876,1,4,1730,22,Mild
Guwahati Rural,Assam,Assam_District_1,2023-12-09,2023-11-12 07:50:00,19-60,Male,2,2,2,1,1,3,2,1,ASHA_3265,2,4,918,12,Mild
Naharlagun Village,Arunachal Pradesh,Arunachal Pradesh_District_3,2023-04-19,2023-01-03 13:40:00,60+,Female,0,5,3,1,1,1,3,2,ASHA_7619,0,0,1323,27,Mild
Ukhrul Village,Manipur,Manipur_District_1,2023-07-09,2023-06-03 18:57:00,0-5,Female,0,12,3,0,1,1,4,3,ASHA_6789,1,7,2305,23,Moderate
Jiribam Village,Manipur,Manipur_District_2,2024-04-06,2023-12-09 09:01:00,6-18,Male,0,2,1,2,0,0,2,1,ASHA_8949,2,7,1888,15,Moderate
Khliehriat Village,Meghalaya,Meghalaya_District_2,2023-04-19,2023-02-06 17:46:00,19-60,Male,1,7,0,0,2,2,2,2,ASHA_7719,4,1,1629,25,Moderate
Jowai Rural,Meghalaya,Meghalaya_District_3,2023-04-09,2023-02-14 15:34:00,0-5,Male,5,4,3,4,3,0,0,2,ASHA_2306,3,5,872,21,Moderate
Aizawl Rural,Mizoram,Mizoram_District_1,2023-10-18,2023-10-11 14:10:00,6-18,Female,7,4,1,8,4,0,4,5,ASHA_2570,4,6,3882,30,Mild
Rangpo Rural,Sikkim,Sikkim_District_3,2023-12-22,2023-11-21 15:51:00,6-18,Male,5,1,12,1,4,7,2,2,ASHA_9183,4,3,2211,28,Mild
Dibrugarh Rural,Assam,Assam_District_2,2023-02-04,2023-01-28 07:46:00,19-60,Female,1,7,4,1,1,3,1,0,ASHA_2141,4,1,3682,31,Moderate
Aizawl Rural,Mizoram,Mizoram_District_2,2023-07-25,2023-04-14 18:14:00,6-18,Female,8,7,1,5,3,0,2,4,ASHA_7299,2,5,4052,27,Moderate
Namchi Village,Sikkim,Sikkim_District_2,2023-09-19,2023-09-07 13:18:00,0-5,Female,1,3,8,1,3,7,2,1,ASHA_6411,0,2,4327,16,Mild
Williamnagar Village,Meghalaya,Meghalaya_District_1,2023-06-19,2023-06-05 12:09:00,19-60,Female,2,8,3,1,2,1,3,3,ASHA_8840,0,7,3359,30,Mild
Naharlagun Village,Arunachal Pradesh,Arunachal Pradesh_District_3,2023-03-17,2023-03-02 19:17:00,0-5,Male,5,4,6,2,3,2,0,2,ASHA_6803,1,1,4379,32,Mild
Singtam Village,Sikkim,Sikkim_District_2,2023-11-18,2023-07-25 13:40:00,6-18,Male,15,8,11,13,15,9,2,10,ASHA_5450,1,0,3478,53,Mild
Ziro Village,Arunachal Pradesh,Arunachal Pradesh_District_3,2023-07-12,2023-03-18 12:32:00,0-5,Female,5,2,1,2,2,1,1,2,ASHA_3076,0,1,3081,13,Severe
Nongpoh Village,Meghalaya,Meghalaya_District_1,2023-10-02,2023-07-08 16:15:00,6-18,Female,7,8,0,7,4,0,5,7,ASHA_9982,3,1,3348,32,Mild
Resubelpara Rural,Meghalaya,Meghalaya_District_1,2023-12-22,2023-12-13 16:01:00,0-5,Female,6,0,3,2,1,0,1,1,ASHA_2256,4,3,1567,18,Moderate
Amarpur Village,Tripura,Tripura_District_3,2024-01-23,2023-11-24 12:42:00,19-60,Female,2,4,4,1,0,1,1,1,ASHA_3756,3,5,4560,27,Mild
Kolasib Rural,Mizoram,Mizoram_District_2,2024-04-02,2023-12-11 06:33:00,0-5,Female,3,4,2,2,0,1,4,1,ASHA_4247,4,1,2067,28,Mild
Gangtok Rural,Sikkim,Sikkim_District_2,2023-12-08,2023-11-26 08:53:00,19-60,Male,3,3,4,4,2,2,1,2,ASHA_2812,2,6,790,17,Mild
Bomdila Rural,Arunachal Pradesh,Arunachal Pradesh_District_1,2024-01-02,2023-09-29 12:48:00,19-60,Male,10,3,9,9,9,5,2,6,ASHA_3260,2,2,2551,31,Moderate
Kailashahar Village,Tripura,Tripura_District_1,2023-09-16,2023-09-13 09:56:00,6-18,Male,4,3,4,1,2,1,2,2,ASHA_3786,1,3,3127,19,Mild
Singtam Village,Sikkim,Sikkim_District_2,2023-08-31,2023-05-27 06:55:00,19-60,Male,5,2,1,1,1,1,3,1,ASHA_8527,2,2,3098,16,Moderate
Singtam Village,Sikkim,Sikkim_District_2,2024-02-26,2023-12-23 17:07:00,6-18,Male,6,10,3,4,1,0,7,3,ASHA_9552,0,2,3127,32,Severe
Udaipur Village,Tripura,Tripura_District_2,2024-04-01,2023-12-17 11:08:00,0-5,Female,9,8,5,6,4,0,3,4,ASHA_4554,3,2,3423,32,Mild
Tura Village,Meghalaya,Meghalaya_District_1,2023-02-20,2023-01-01 19:23:00,6-18,Male,6,2,8,0,3,5,2,1,ASHA_3454,4,6,3190,30,Moderate
Nongpoh Village,Meghalaya,Meghalaya_District_3,2024-01-10,2023-10-08 10:51:00,19-60,Male,7,8,4,5,3,1,3,5,ASHA_5832,1,7,3183,33,Mild
Silchar Village,Assam,Assam_District_1,2023-08-09,2023-04-30 13:30:00,60+,Female,4,7,2,2,1,1,4,3,ASHA_2489,2,0,3191,20,Mild
Tamenglong Rural,Manipur,Manipur_District_2,2023-08-14,2023-07-06 06:04:00,6-18,Female,3,9,5,4,4,3,5,6,ASHA_3485,0,6,2801,21,Moderate
Naharlagun Village,Arunachal Pradesh,Arunachal Pradesh_District_1,2023-11-03,2023-08-18 14:20:00,19-60,Male,5,3,1,1,1,0,3,3,ASHA_4539,0,3,3616,24,Mild
Aizawl Rural,Mizoram,Mizoram_District_3,2024-02-02,2023-12-09 18:00:00,60+,Female,0,2,4,3,3,2,3,3,ASHA_3101,2,3,988,12,Moderate
Mangan Village,Sikkim,Sikkim_District_3,2023-06-20,2023-04-29 15:32:00,6-18,Female,0,0,6,2,1,1,2,0,ASHA_8050,4,7,1823,13,Mild
Ukhrul Village,Manipur,Manipur_District_2,2023-07-24,2023-04-19 16:49:00,19-60,Female,3,0,0,0,0,0,0,0,ASHA_8971,0,5,3089,16,Mild
Jiribam Village,Manipur,Manipur_District_2,2023-02-09,2023-01-13 12:32:00,19-60,Male,1,7,3,1,2,1,2,2,ASHA_7256,3,2,1826,19,Moderate
Hnahthial Village,Mizoram,Mizoram_District_3,2023-05-12,2023-04-27 06:40:00,19-60,Male,6,5,1,3,1,3,4,3,ASHA_3562,4,5,2230,19,Mild
Ziro Village,Arunachal Pradesh,Arunachal Pradesh_District_1,2023-06-02,2023-04-05 13:17:00,19-60,Female,5,2,1,1,2,1,1,1,ASHA_2057,3,7,2385,16,Mild
Jorethang Rural,Sikkim,Sikkim_District_1,2023-08-01,2023-04-25 17:43:00,19-60,Female,3,2,4,1,1,0,4,3,ASHA_1987,2,4,3487,21,Mild
Kiphire Village,Nagaland,Nagaland_District_1,2023-04-12,2023-03-23 12:09:00,6-18,Female,6,0,0,4,3,0,0,2,ASHA_9000,0,0,2902,23,Mild
Kiphire Village,Nagaland,Nagaland_District_2,2023-12-15,2023-11-04 19:03:00,6-18,Female,2,3,3,1,2,2,2,2,ASHA_9035,2,5,1218,27,Mild
Ziro Village,Arunachal Pradesh,Arunachal Pradesh_District_2,2023-06-22,2023-04-03 18:51:00,6-18,Male,6,7,9,5,6,3,1,4,ASHA_9519,2,5,1768,37,Mild
Belonia Rural,Tripura,Tripura_District_2,2023-07-02,2023-05-06 07:27:00,0-5,Male,2,1,5,1,1,1,1,1,ASHA_6736,0,4,3253,26,Mild
Roing Village,Arunachal Pradesh,Arunachal Pradesh_District_3,2023-11-24,2023-09-12 07:00:00,19-60,Male,14,3,18,8,13,10,2,5,ASHA_4982,4,5,4029,47,Mild
Baghmara Rural,Meghalaya,Meghalaya_District_2,2023-06-24,2023-04-22 15:34:00,19-60,Female,6,2,4,6,4,1,4,3,ASHA_3864,0,4,762,22,Mild
Nagaon Rural,Assam,Assam_District_2,2023-08-15,2023-05-10 17:40:00,60+,Female,8,1,3,3,3,1,0,1,ASHA_5604,4,0,1632,29,Mild
Lunglei Village,Mizoram,Mizoram_District_2,2023-05-30,2023-02-14 09:16:00,0-5,Male,1,6,7,0,1,2,3,1,ASHA_6938,2,3,2145,22,Mild
Pasighat Rural,Arunachal Pradesh,Arunachal Pradesh_District_1,2023-05-27,2023-04-03 15:49:00,19-60,Male,5,2,5,2,1,1,1,1,ASHA_1448,1,2,3316,29,Mild
Mangan Village,Sikkim,Sikkim_District_1,2023-06-11,2023-04-20 17:50:00,0-5,Male,2,2,2,1,2,1,1,2,ASHA_6827,0,2,1883,25,Mild
Nongpoh Village,Meghalaya,Meghalaya_District_1,2023-10-26,2023-09-22 10:00:00,0-5,Male,7,9,1,8,3,1,2,4,ASHA_5101,2,1,1479,27,Moderate
Shillong Rural,Meghalaya,Meghalaya_District_2,2023-06-11,2023-04-19 15:10:00,19-60,Female,9,1,2,5,3,0,1,3,ASHA_8445,3,3,1018,26,Mild
Belonia Rural,Tripura,Tripura_District_1,2023-09-06,2023-05-29 19:21:00,0-5,Male,13,5,2,5,4,0,1,4,ASHA_2028,2,4,507,36,Mild
Jorethang Rural,Sikkim,Sikkim_District_1,2023-04-15,2023-02-14 12:57:00,6-18,Female,1,2,0,2,0,0,2,1,ASHA_6150,4,6,3638,19,Moderate
Barpeta Village,Assam,Assam_District_1,2023-09-17,2023-06-26 14:28:00,0-5,Female,7,6,4,4,3,1,3,3,ASHA_7740,1,6,1487,24,Moderate
Namchi Village,Sikkim,Sikkim_District_2,2023-05-08,2023-03-19 08:22:00,19-60,Male,3,7,0,1,0,1,3,3,ASHA_1605,1,5,1876,29,Moderate
Udaipur Village,Tripura,Tripura_District_1,2023-04-24,2023-01-29 07:24:00,6-18,Female,3,3,5,6,3,2,2,2,ASHA_5588,2,1,3433,23,Mild
Shillong Rural,Meghalaya,Meghalaya_District_1,2023-08-25,2023-06-01 09:21:00,0-5,Male,10,6,9,5,7,5,4,5,ASHA_9422,1,3,3268,29,Severe
Teliamura Rural,Tripura,Tripura_District_1,2023-09-13,2023-07-12 08:37:00,19-60,Female,13,4,0,7,4,1,4,6,ASHA_4927,0,6,1155,22,Severe
Karimganj Village,Assam,Assam_District_3,2023-07-15,2023-03-25 07:12:00,0-5,Male,4,3,5,2,2,2,1,2,ASHA_6277,0,5,3975,27,Severe
Dharmanagar Rural,Tripura,Tripura_District_2,2024-01-12,2023-09-29 18:40:00,0-5,Male,7,3,8,4,6,5,3,3,ASHA_4343,1,2,1109,28,Moderate
Kolasib Rural,Mizoram,Mizoram_District_2,2023-07-09,2023-06-20 07:32:00,0-5,Female,16,6,13,9,12,11,1,6,ASHA_1328,3,1,3725,40,Moderate
Baghmara Rural,Meghalaya,Meghalaya_District_2,2023-03-12,2023-02-12 07:25:00,60+,Male,3,2,1,4,3,1,0,2,ASHA_3889,3,4,2992,18,Mild
Kailashahar Village,Tripura,Tripura_District_1,2023-11-21,2023-07-30 14:57:00,6-18,Male,7,5,3,3,2,1,5,5,ASHA_4586,4,3,509,28,Mild
Ziro Village,Arunachal Pradesh,Arunachal Pradesh_District_3,2023-09-12,2023-07-26 19:18:00,60+,Male,1,0,0,1,1,0,1,2,ASHA_1813,0,1,3232,6,Mild
Roing Village,Arunachal Pradesh,Arunachal Pradesh_District_1,2023-06-02,2023-04-26 09:40:00,0-5,Female,2,4,6,1,2,1,5,3,ASHA_8944,0,7,759,21,Mild
Tawang Rural,Arunachal Pradesh,Arunachal Pradesh_District_2,2023-09-16,2023-06-13 14:57:00,6-18,Female,11,10,11,5,7,6,7,7,ASHA_1415,1,0,1072,43,Mild
Tamenglong Rural,Manipur,Manipur_District_1,2023-11-30,2023-09-19 19:55:00,0-5,Female,12,3,2,10,7,1,4,7,ASHA_3949,1,4,3079,33,Mild
Khowai Village,Tripura,Tripura_District_1,2023-06-07,2023-05-22 06:47:00,19-60,Male,3,4,0,4,3,2,2,2,ASHA_2370,0,6,1394,21,Mild
Lunglei Village,Mizoram,Mizoram_District_3,2023-12-20,2023-12-09 09:55:00,0-5,Male,5,4,7,2,2,3,3,1,ASHA_1617,0,2,1867,21,Moderate
